index	form	lemma	signature	pos	framename	frameID	origin
8699	larceny	larceny	larceny.n	n	Offenses	432	FN
8700	larceny	larceny	larceny.n	n	Theft	94	FN
8701	larder	larder	larder.n	n	Building_subparts	188	FN
8702	large	large	large.a	a	Dimension	108	training
8703	large	large	large.a	a	Size	2282	FN
8704	large	large	large.a	a	Size	2282	training
8705	larger	large	large.a	a	Dimension	108	training
8706	largest	large	large.a	a	Dimension	108	training
8707	largest	large	large.a	a	Size	2282	training
8708	lasagne	lasagne	lasagne.n	n	Food	277	FN
8709	lash	lash	lash.n	n	Corporal_punishment	222	FN
8710	lash	lash	lash.v	v	Attaching	197	FN
8711	lash	lash	lash.v	v	Cause_harm	112	FN
8712	lashed	lashed	lashed.a	a	Being_attached	307	FN
8713	last	last	last.a	a	Ordinal_numbers	1147	FN
8714	last	last	last.a	a	Ordinal_numbers	1147	training
8715	last	last	last.a	a	Relative_time	81	FN
8716	last	last	last.a	a	Relative_time	81	training
8717	last	last	last.v	v	Duration_relation	2121	FN
8718	last name	last name	last name.n	n	Being_named	228	FN
8719	lasting	lasting	lasting.a	a	Duration_attribute	79	FN
8720	lasting	lasting	lasting.a	a	Duration_attribute	79	training
8721	late	late	late.a	a	Relative_time	81	FN
8722	late	late	late.a	a	Relative_time	81	training
8723	late	late	late.a	a	Temporal_subregion	1470	FN
8724	late	late	late.a	a	Temporal_subregion	1470	training
8725	later	later	later.a	a	Temporal_subregion	1470	FN
8726	later	later	later.a	a	Temporal_subregion	1470	training
8727	later	later	later.adv	adv	Relative_time	81	FN
8728	later	later	later.adv	adv	Relative_time	81	training
8729	later	later	later.adv	adv	Time_vector	379	FN
8730	later	later	later.adv	adv	Time_vector	379	training
8731	later	sooner rather than later	sooner rather than later.adv	adv	Time_vector	379	training
8732	latest	latest	latest.a	a	Relative_time	81	FN
8733	latest	latest	latest.a	a	Relative_time	81	training
8734	laud	laud	laud.v	v	Judgment_communication	219	FN
8735	laudable	laudable	laudable.a	a	Judgment_communication	219	FN
8736	laudable	laudable	laudable.a	a	Praiseworthiness	399	FN
8737	laudatory	laudatory	laudatory.a	a	Judgment_communication	219	FN
8738	lauds	laud	laud.v	v	Judgment_communication	219	training
8739	laugh	laugh	laugh.v	v	Make_noise	69	FN
8740	laugh	laugh	laugh.v	v	Make_noise	69	training
8741	laughed	laugh	laugh.v	v	Make_noise	69	training
8742	laughing	laugh	laugh.v	v	Make_noise	69	training
8743	laughs	laugh	laugh.v	v	Make_noise	69	training
8744	launch	launch	launch.n	n	Shoot_projectiles	289	FN
8745	launch	launch	launch.n	n	Shoot_projectiles	289	training
8746	launch	launch	launch.v	v	Cause_motion	55	FN
8747	launch	launch	launch.v	v	Getting_vehicle_underway	1387	FN
8748	launch	launch	launch.v	v	Getting_vehicle_underway	1387	training
8749	launch	launch	launch.v	v	Launch_process	2070	FN
8750	launch	launch	launch.v	v	Launch_process	2070	training
8751	launch	launch	launch.v	v	Reshaping	344	FN
8752	launch	launch	launch.v	v	Shoot_projectiles	289	FN
8753	launch	launch	launch.v	v	Shoot_projectiles	289	training
8754	launch	launch	launch_(into).v	v	Activity_start	146	FN
8755	launched	launch	launch.v	v	Shoot_projectiles	289	training
8756	launches	launch	launch.n	n	Shoot_projectiles	289	training
8757	launching	launch	launch.v	v	Launch_process	2070	training
8758	launching	launch	launch.v	v	Shoot_projectiles	289	training
8759	laundry	laundry	laundry.n	n	Building_subparts	188	FN
8760	laundry room	laundry room	laundry room.a	a	Building_subparts	188	FN
8761	laundry room	laundry room	laundry room.a	a	Building_subparts	188	training
8762	lavatory	lavatory	lavatory.n	n	Building_subparts	188	FN
8763	lave	lave	lave.v	v	Grooming	159	FN
8764	lavish	lavish	lavish.a	a	Stinginess	724	FN
8765	lavish	lavish	lavish.v	v	Stinginess	724	FN
8766	law	law	law.n	n	Law	950	FN
8767	law	law	law.n	n	Law	950	training
8768	lawful	lawful	lawful.a	a	Legality	501	FN
8769	lawless	lawless	lawless.a	a	Compliance	117	FN
8770	lawless	lawless	lawless.a	a	Compliance	117	training
8771	lawmaker	lawmaker	lawmaker.n	n	Leadership	73	FN
8772	lawmaker	lawmaker	lawmaker.n	n	Leadership	73	training
8773	laws	law	law.n	n	Law	950	training
8774	lawyer	lawyer	lawyer.n	n	People_by_vocation	1071	FN
8775	lawyers	lawyer	lawyer.n	n	People_by_vocation	1071	training
8776	lay	lay	lay.n	n	Text	298	FN
8777	lay	lay	lay.v	v	Birth	281	FN
8778	lay	lay	lay.v	v	Placing	62	FN
8779	lay	lay	lay_(into).v	v	Attack	424	FN
8780	lay	lie	lie.v	v	Being_located	960	training
8781	lay off	lay off	lay off.v	v	Firing	326	FN
8782	lay-off	lay-off	lay-off.n	n	Firing	326	FN
8783	lay_waste	lay_waste	lay_waste.v	v	Destroying	417	FN
8784	lea	lea	lea.n	n	Biological_area	193	FN
8785	lead	lead	lead.a	a	First_rank	402	FN
8786	lead	lead	lead.a	a	First_rank	402	training
8787	lead	lead	lead.n	n	Criminal_investigation	500	FN
8788	lead	lead	lead.n	n	First_rank	402	FN
8789	lead	lead	lead.n	n	Performers_and_roles	413	FN
8790	lead	lead	lead.v	v	Cotheme	56	FN
8791	lead	lead	lead.v	v	Leadership	73	FN
8792	lead	lead	lead.v	v	Leadership	73	training
8793	lead	lead	lead_(to).v	v	Causation	5	FN
8794	lead	lead	lead_(to).v	v	Causation	5	training
8795	leader	leader	leader.n	n	First_rank	402	FN
8796	leader	leader	leader.n	n	Leadership	73	FN
8797	leader	leader	leader.n	n	Leadership	73	training
8798	leaders	leader	leader.n	n	Leadership	73	training
8799	leadership	leadership	leadership.n	n	Leadership	73	FN
8800	leadership	leadership	leadership.n	n	Leadership	73	training
8801	leading	leading	leading.a	a	First_rank	402	FN
8802	leading	leading	leading.a	a	First_rank	402	training
8803	leads	lead	lead.v	v	Leadership	73	training
8804	leads	lead	lead_(to).v	v	Causation	5	training
8805	league	league	league.n	n	Organization	1371	FN
8806	league	league	league.n	n	Organization	1371	training
8807	leak	leak	leak.v	v	Fluidic_motion	345	FN
8808	leak	leak	leak.v	v	Reveal_secret	1146	FN
8809	lean	lean	lean.a	a	Body_description_holistic	157	FN
8810	lean	lean	lean.v	v	Change_posture	770	FN
8811	lean	lean	lean.v	v	Placing	62	FN
8812	lean	lean	lean.v	v	Posture	18	FN
8813	leaned	lean	lean.v	v	Change_posture	770	training
8814	leap	leap	leap.v	v	Self_motion	64	FN
8815	leap	leap	leap.v	v	Traversing	1310	FN
8816	leap year	leap year	leap year.n	n	Calendric_unit	229	FN
8817	learn	learn	learn.v	v	Becoming_aware	20	FN
8818	learn	learn	learn.v	v	Coming_to_believe	23	FN
8819	learn	learn	learn.v	v	Education_teaching	111	FN
8820	learn	learn	learn.v	v	Education_teaching	111	training
8821	learn	learn	learn.v	v	Memorization	1132	FN
8822	learned	learn	learn.v	v	Becoming_aware	20	training
8823	learned	learn	learn.v	v	Coming_to_believe	23	training
8824	learned	learn	learn.v	v	Education_teaching	111	training
8825	learning	learn	learn.v	v	Education_teaching	111	training
8826	learnt	learn	learn.v	v	Becoming_aware	20	training
8827	lease	lease	lease.n	n	Documents	560	FN
8828	lease	lease	lease.v	v	Renting	1728	FN
8829	lease	lease	lease.v	v	Renting_out	1729	FN
8830	least	at least	at least.adv	adv	Relational_quantity	1923	training
8831	leave	leave	leave.n	n	Grant_permission	506	FN
8832	leave	leave	leave.v	v	Abandonment	2031	FN
8833	leave	leave	leave.v	v	Causation	5	FN
8834	leave	leave	leave.v	v	Departing	57	FN
8835	leave	leave	leave.v	v	Departing	57	training
8836	leave	leave	leave.v	v	Forming_relationships	723	FN
8837	leave	leave	leave.v	v	Giving	139	FN
8838	leave	leave	leave.v	v	Path_shape	61	FN
8839	leave	leave	leave.v	v	Quitting	325	FN
8840	leave	leave	leave.v	v	Quitting	325	training
8841	leaves	leave	leave.v	v	Quitting	325	training
8842	leaving	leave	leave.v	v	Departing	57	training
8843	leaving	leave	leave.v	v	Giving	139	training
8844	lecture	lecture	lecture.n	n	Speak_on_topic	523	FN
8845	lecture	lecture	lecture.v	v	Speak_on_topic	523	FN
8846	lecturer	lecturer	lecturer.n	n	Education_teaching	111	FN
8847	led	lead	lead.v	v	Cotheme	56	training
8848	led	lead	lead.v	v	Leadership	73	training
8849	led	lead	lead_(to).v	v	Causation	5	training
8850	led to	lead	lead_(to).v	v	Causation	5	training
8851	left	leave	leave.v	v	Causation	5	training
8852	left	leave	leave.v	v	Departing	57	training
8853	left	left	left.a	a	Left_to_do	1041	FN
8854	left	left	left.a	a	Part_orientational	143	FN
8855	left	left	left.a	a	Remainder	1030	FN
8856	left	left	left.a	a	Remainder	1030	training
8857	left	left	left.adv	adv	Direction	215	FN
8858	left	left	left.adv	adv	Direction	215	training
8859	left	left	left.n	n	Change_direction	1653	FN
8860	left	left	left.n	n	Part_orientational	143	FN
8861	left	left	left.n	n	People_along_political_spectrum	1564	FN
8862	left	left	left.n	n	People_along_political_spectrum	1564	training
8863	leftist	leftist	leftist.n	n	People_along_political_spectrum	1564	FN
8864	leg	leg	leg.n	n	Clothing_parts	194	FN
8865	leg	leg	leg.n	n	Observable_body_parts	119	FN
8866	leg	leg	leg.n	n	Shaped_part	970	FN
8867	legal	legal	legal.a	a	Legality	501	FN
8868	legal	legal	legal.a	a	Legality	501	training
8869	legally	legally	legally.adv	adv	Domain	430	FN
8870	legendary	legendary	legendary.a	a	Fame	1880	FN
8871	legendary	legendary	legendary.a	a	Fame	1880	training
8872	leggings	leggings	leggings.n	n	Clothing	134	FN
8873	legion	legion	legion.n	n	Aggregate	103	FN
8874	legions	legion	legion.n	n	Aggregate	103	training
8875	legislator	legislator	legislator.n	n	Leadership	73	FN
8876	legislator	legislator	legislator.n	n	Leadership	73	training
8877	legislators	legislator	legislator.n	n	Leadership	73	training
8878	legislature	legislature	legislature.n	n	Leadership	73	FN
8879	legislature	legislature	legislature.n	n	Leadership	73	training
8880	legitimate	legitimate	legitimate.a	a	Legality	501	FN
8881	legitimate	legitimate	legitimate.a	a	Legality	501	training
8882	legwarmers	legwarmers	legwarmers.n	n	Clothing	134	FN
8883	length	length	length.n	n	Dimension	108	FN
8884	length	length	length.n	n	Dimension	108	training
8885	length	length	length.n	n	Shapes	328	FN
8886	length	length	length.n	n	Shapes	328	training
8887	lengthen	lengthen	lengthen.v	v	Cause_expansion	77	FN
8888	lengthen	lengthen	lengthen.v	v	Expansion	725	FN
8889	lengthiest	lengthy	lengthy.a	a	Duration_attribute	79	training
8890	lengthy	lengthy	lengthy.a	a	Duration_attribute	79	FN
8891	lenient	lenient	lenient.a	a	Strictness	75	FN
8892	lenient	lenient	lenient.a	a	Strictness	75	training
8893	leprosy	leprosy	leprosy.n	n	Medical_conditions	239	FN
8894	let	let	let.v	v	Grant_permission	506	FN
8895	let	let	let.v	v	Grant_permission	506	training
8896	let	let	let.v	v	Make_possible_to_do	2011	FN
8897	let go	let go	let go.v	v	Firing	326	FN
8898	let go	let go	let go.v	v	Releasing	317	FN
8899	let_slip	let_slip	let_slip.v	v	Reveal_secret	1146	FN
8900	lethal	lethal	lethal.a	a	Killing	590	FN
8901	lethal	lethal	lethal.a	a	Killing	590	training
8902	letter	letter	letter.n	n	Text	298	FN
8903	letter	letter	letter.n	n	Text	298	training
8904	letters	letter	letter.n	n	Text	298	training
8905	lettuce	lettuce	lettuce.n	n	Food	277	FN
8906	leukemia	leukemia	leukemia.n	n	Medical_conditions	239	FN
8907	level	level	level.n	n	Rank	1377	FN
8908	level	level	level.n	n	Rank	1377	training
8909	level	level	level.v	v	Destroying	417	FN
8910	levels	level	level.n	n	Rank	1377	training
8911	liable	liable	liable.a	a	Likelihood	114	FN
8912	liberal	liberal	liberal.a	a	Strictness	75	FN
8913	library	library	library.n	n	Buildings	173	FN
8914	library	library	library.n	n	Buildings	173	training
8915	licence	licence	licence.n	n	Documents	560	FN
8916	licit	licit	licit.a	a	Legality	501	FN
8917	lick	lick	lick.v	v	Manipulation	17	FN
8918	lie	lie	lie.n	n	Prevarication	287	FN
8919	lie	lie	lie.n	n	Prevarication	287	training
8920	lie	lie	lie.v	v	Being_located	960	FN
8921	lie	lie	lie.v	v	Being_located	960	training
8922	lie	lie	lie.v	v	Change_posture	770	FN
8923	lie	lie	lie.v	v	Posture	18	FN
8924	lie	lie	lie.v	v	Prevarication	287	FN
8925	lie down	lie down	lie down.v	v	Change_posture	770	FN
8926	lies	lie	lie.n	n	Prevarication	287	training
8927	lies	lie	lie.v	v	Being_located	960	training
8928	lifeless	lifeless	lifeless.a	a	Dead_or_alive	310	FN
8929	lift	lift	lift.n	n	Building_subparts	188	FN
8930	lift	lift	lift.n	n	Connecting_architecture	1025	FN
8931	lift	lift	lift.v	v	Body_movement	16	FN
8932	lift	lift	lift.v	v	Cause_to_end	1149	FN
8933	lift	lift	lift.v	v	Theft	94	FN
8934	lift	lift	lift_(off).v	v	Getting_vehicle_underway	1387	FN
8935	lifted	lift	lift.v	v	Cause_to_end	1149	training
8936	lifting	lift	lift.v	v	Cause_to_end	1149	training
8937	lifting	lifting	lifting.n	n	Cause_to_end	1149	FN
8938	lifting	lifting	lifting.n	n	Cause_to_end	1149	training
8939	light	light	light((weight)).a	a	Dimension	108	training
8940	light	light	light.a	a	Color_qualities	2270	FN
8941	light	light	light.n	n	Location_of_light	105	FN
8942	light	light	light.n	n	Location_of_light	105	training
8943	light	light	light.v	v	Setting_fire	283	FN
8944	light	light	light.v	v	Setting_fire	283	training
8945	light-fingered	light-fingered	light-fingered.a	a	Theft	94	FN
8946	light-year	light-year	light-year.n	n	Measure_linear_extent	154	FN
8947	lighter	light	light((weight)).a	a	Dimension	108	training
8948	lighthouse	lighthouse	lighthouse.n	n	Buildings	173	FN
8949	like	like	like.a	a	Similarity	481	FN
8950	like	like	like.n	n	Similarity	481	FN
8951	like	like	like.prep	prep	Similarity	481	FN
8952	like	like	like.prep	prep	Similarity	481	training
8953	like	like	like.v	v	Experiencer_focus	48	FN
8954	like	like	like.v	v	Experiencer_focus	48	training
8955	likelihood	likelihood	likelihood.n	n	Likelihood	114	FN
8956	likelihood	likelihood	likelihood.n	n	Likelihood	114	training
8957	likelihood	likelihood	likelihood.n	n	Probability	2360	FN
8958	likely	likely	likely.a	a	Likelihood	114	FN
8959	likely	likely	likely.a	a	Likelihood	114	training
8960	likely	likely	likely.adv	adv	Likelihood	114	FN
8961	likely	likely	likely.adv	adv	Likelihood	114	training
8962	limb	limb	limb.n	n	Observable_body_parts	119	FN
8963	limerick	limerick	limerick.n	n	Text	298	FN
8964	limousine	limousine	limousine.n	n	Vehicle	429	FN
8965	limp	limp	limp.v	v	Self_motion	64	FN
8966	line		(in/out) line.n	n	Compliance	117	training
8967	line	line	line.n	n	Boundary	329	FN
8968	line	line	line.n	n	Boundary	329	training
8969	line	line	line.n	n	Roadways	203	FN
8970	line	line	line.n	n	Roadways	203	training
8971	line	line	line.n	n	Shapes	328	FN
8972	line	line	line.v	v	Adorning	76	FN
8973	lined	lined	lined.a	a	Abounding_with	262	FN
8974	lined	lined	lined.a	a	Abounding_with	262	training
8975	liner	liner	liner.n	n	Vehicle	429	FN
8976	lingerie	lingerie	lingerie.n	n	Clothing	134	FN
8977	lining	lining	lining.n	n	Part_inner_outer	327	FN
8978	link	link	link.n	n	Connectors	419	FN
8979	link	link	link.n	n	Connectors	419	training
8980	link	link	link.n	n	Make_cognitive_connection	252	FN
8981	link	link	link.v	v	Attaching	197	FN
8982	link	link	link.v	v	Attaching	197	training
8983	link	link	link.v	v	Make_cognitive_connection	252	FN
8984	link	link	link.v	v	Relating_concepts	2060	FN
8985	linked	link	link.v	v	Make_cognitive_connection	252	training
8986	linked	linked	linked.a	a	Being_attached	307	FN
8987	linked	linked	linked.a	a	Cognitive_connection	720	FN
8988	linked	linked	linked.a	a	Cognitive_connection	720	training
8989	linked	linked	linked.a	a	Make_cognitive_connection	252	FN
8990	linked	linked	linked.a	a	Social_connection	253	FN
8991	links	link	link.n	n	Make_cognitive_connection	252	training
8992	lip	lip	lip.n	n	Observable_body_parts	119	FN
8993	lipstick	lipstick	lipstick.n	n	Body_decoration	299	FN
8994	liquefied	liquefied	liquefied.a	a	Altered_phase	385	FN
8995	liquefy	liquefy	liquefy.v	v	Cause_change_of_phase	335	FN
8996	liquefy	liquefy	liquefy.v	v	Change_of_phase	336	FN
8997	liquefy	liquefy	liquefy.v	v	Change_of_phase	336	training
8998	liquid	liquid	liquid.n	n	Substance	1321	FN
8999	liquid	liquid	liquid.n	n	Substance	1321	training
9000	liquidate	liquidate	liquidate.v	v	Killing	590	FN
9001	liquidation	liquidation	liquidation.n	n	Killing	590	FN
9002	liquidator	liquidator	liquidator.n	n	Killing	590	FN
9003	lisp	lisp	lisp.v	v	Communication_manner	38	FN
9004	list	list	list.n	n	Text	298	FN
9005	list	list	list.n	n	Text	298	training
9006	listen	listen	listen.v	v	Perception_active	66	FN
9007	listen	listen	listen.v	v	Seeking	269	FN
9008	literary	literary	literary.a	a	Fields	1345	FN
9009	literary	literary	literary.a	a	Fields	1345	training
9010	literature	literature	literature.n	n	Fields	1345	FN
9011	literature	literature	literature.n	n	Fields	1345	training
9012	literature	literature	literature.n	n	Text	298	FN
9013	literature	literature	literature.n	n	Text	298	training
9014	lithe	lithe	lithe.a	a	Body_description_holistic	157	FN
9015	litre	litre	litre.n	n	Measure_volume	155	FN
9016	little	little	little.a	a	Size	2282	FN
9017	little	little	little.art	art	Relational_quantity	1923	FN
9018	little known	little known	little known.a	a	Obscurity	1881	FN
9019	live	live	live.v	v	Residence	110	FN
9020	live	live	live.v	v	Residence	110	training
9021	lived	live	live.v	v	Residence	110	training
9022	liveliest	lively	lively.a	a	Lively_place	1904	training
9023	lively	lively	lively.a	a	Lively_place	1904	FN
9024	lively	lively	lively.a	a	Lively_place	1904	training
9025	liver spot	liver spot	liver spot.n	n	Body_mark	393	FN
9026	livery	livery	livery.n	n	Clothing	134	FN
9027	livid	livid	livid.a	a	Emotion_directed	46	FN
9028	living	live	live.v	v	Residence	110	training
9029	living	living	living.a	a	Dead_or_alive	310	FN
9030	living	living	living.a	a	Dead_or_alive	310	training
9031	living	living	living.n	n	Dead_or_alive	310	FN
9032	living room	living room	living room.n	n	Building_subparts	188	FN
9033	load	load	load.n	n	Quantity	189	FN
9034	load	load	load.v	v	Filling	59	FN
9035	load	load	load.v	v	Placing	62	FN
9036	load	load	load.v	v	Placing	62	training
9037	loaded	load	load.v	v	Filling	59	training
9038	loaded	load	load.v	v	Placing	62	training
9039	loading	load	load.v	v	Placing	62	training
9040	loath	loath	loath.a	a	Desiring	366	FN
9041	loath	loath	loath.a	a	Willingness	1632	FN
9042	loathe	loathe	loathe.v	v	Experiencer_focus	48	FN
9043	loathing	loathing	loathing.n	n	Experiencer_focus	48	FN
9044	lobby	lobby	lobby.n	n	Building_subparts	188	FN
9045	lobby	lobby	lobby.n	n	Building_subparts	188	training
9046	lobby	lobby	lobby.v	v	Attempt_suasion	87	FN
9047	lobster	lobster	lobster.n	n	Food	277	FN
9048	local	local	local.a	a	Political_locales	195	FN
9049	local	local	local.a	a	Political_locales	195	training
9050	local	local	local.n	n	Indigenous_origin	1552	FN
9051	local	local	local.n	n	Indigenous_origin	1552	training
9052	locale	locale	locale.n	n	Locale	192	FN
9053	localities	locality	locality.n	n	Political_locales	195	training
9054	locality	locality	locality.n	n	Political_locales	195	FN
9055	locality	locality	locality.n	n	Political_locales	195	training
9056	locals	local	local.n	n	Indigenous_origin	1552	training
9057	locate	locate	locate.v	v	Becoming_aware	20	FN
9058	locate	locate	locate.v	v	Locating	792	FN
9059	locate	locate	locate.v	v	Locating	792	training
9060	located	located	located.a	a	Being_located	960	FN
9061	located	located	located.a	a	Being_located	960	training
9062	locating	locate	locate.v	v	Locating	792	training
9063	location	location	location.n	n	Locale	192	FN
9064	location	location	location.n	n	Locale	192	training
9065	locations	location	location.n	n	Locale	192	training
9066	loch	loch	loch.n	n	Natural_features	191	FN
9067	lock	lock	lock.n	n	Hair_configuration	126	FN
9068	lock	lock	lock.v	v	Inhibit_movement	245	FN
9069	lock up	lock up	lock up.v	v	Immobilization	250	FN
9070	locked up	lock up	lock up.v	v	Immobilization	250	training
9071	locker	locker	locker.n	n	Containers	78	FN
9072	locket	locket	locket.n	n	Accoutrements	158	FN
9073	lodge	lodge	lodge.n	n	Buildings	173	FN
9074	lodge	lodge	lodge.n	n	Buildings	173	training
9075	lodge	lodge	lodge.v	v	Placing	62	FN
9076	lodge	lodge	lodge.v	v	Provide_lodging	1916	FN
9077	lodge	lodge	lodge.v	v	Residence	110	FN
9078	lodge	lodge	lodge.v	v	Temporary_stay	1885	FN
9079	loft	loft	loft.n	n	Building_subparts	188	FN
9080	lone	lone	lone.a	a	Sole_instance	355	FN
9081	loner	loner	loner.n	n	Sociability	74	FN
9082	long	long	long.a	a	Dimension	108	FN
9083	long	long	long.a	a	Dimension	108	training
9084	long	long	long.a	a	Duration_attribute	79	FN
9085	long	long	long.a	a	Duration_attribute	79	training
9086	long	long	long.a	a	Likelihood	114	FN
9087	long	long	long.a	a	Measurable_attributes	965	FN
9088	long	long	long.a	a	Measurable_attributes	965	training
9089	long	long	long.v	v	Desiring	366	FN
9090	longer	long	long.a	a	Duration_attribute	79	training
9091	longing	longing	longing.n	n	Desiring	366	FN
9092	look	look	look.n	n	Facial_expression	161	FN
9093	look	look	look.n	n	Perception_active	66	FN
9094	look	look	look.n	n	Perception_active	66	training
9095	look	look	look.v	v	Appearance	67	FN
9096	look	look	look.v	v	Appearance	67	training
9097	look	look	look.v	v	Perception_active	66	FN
9098	look	look	look.v	v	Perception_active	66	training
9099	look	look	look.v	v	Scrutiny	31	FN
9100	look	look	look.v	v	Seeking	269	training
9101	look back	look back	look back.v	v	Remembering_experience	1222	FN
9102	look back	look back	look back.v	v	Remembering_experience	1222	training
9103	looked	look	look.v	v	Appearance	67	training
9104	looked	look	look.v	v	Scrutiny	31	training
9105	looking	look	look.v	v	Perception_active	66	training
9106	looking	look	look.v	v	Seeking	269	training
9107	loop	loop	loop.v	v	Manipulate_into_shape	2136	FN
9108	loose	loose	loose.a	a	Being_detached	1411	FN
9109	lope	lope	lope.v	v	Self_motion	64	FN
9110	loquacious	loquacious	loquacious.a	a	Volubility	44	FN
9111	loquacity	loquacity	loquacity.n	n	Volubility	44	FN
9112	lords	drug lord	drug lord.n	n	Leadership	73	training
9113	lorry	lorry	lorry.n	n	Vehicle	429	FN
9114	lose	lose	lose.v	v	Change_of_quantity_of_possession	2201	FN
9115	lose	lose	lose.v	v	Earnings_and_losses	1873	FN
9116	lose	lose	lose.v	v	Finish_competition	798	FN
9117	lose	lose	lose.v	v	Finish_game	2193	FN
9118	lose	lose	lose.v	v	Losing	2197	FN
9119	lose	lose	lose.v	v	Losing_someone	2196	FN
9120	lose	lose	lose.v	v	Losing_track_of_perceiver	2200	FN
9121	lose	lose	lose.v	v	Losing_track_of_theme	2199	FN
9122	lose it	lose it	lose it.v	v	Losing_it	978	FN
9123	lose_sleep	lose_sleep	lose_sleep.v	v	Emotion_active	45	FN
9124	losing	lose	lose.v	v	Earnings_and_losses	1873	training
9125	losing	lose	lose.v	v	Finish_competition	798	training
9126	loss	loss	loss.n	n	Earnings_and_losses	1873	FN
9127	loss	loss	loss.n	n	Earnings_and_losses	1873	training
9128	loss	loss	loss.n	n	Finish_competition	798	FN
9129	losses	loss	loss.n	n	Earnings_and_losses	1873	training
9130	losses	loss	loss.n	n	Finish_competition	798	training
9131	lost	lose	lose.v	v	Earnings_and_losses	1873	training
9132	lost	lose	lose.v	v	Finish_competition	798	training
9133	lost	lost	lost_(in).a	a	Mental_stimulus_exp_focus	2044	FN
9134	lot	a lot	a lot.n	n	Quantity	189	training
9135	lot	lot	lot.n	n	Destiny	1801	FN
9136	loud	loud	loud.a	a	Sound_level	2170	FN
9137	loudmouth	loudmouth	loudmouth.n	n	Volubility	44	FN
9138	louse up	louse up	louse up.v	v	Bungling	266	FN
9139	love	love	love.v	v	Experiencer_focus	48	FN
9140	love	love	love.v	v	Experiencer_focus	48	training
9141	love bite	love bite	love bite.n	n	Body_mark	393	FN
9142	loveliest	lovely	lovely.a	a	Aesthetics	1016	training
9143	lovely	lovely	lovely.a	a	Aesthetics	1016	FN
9144	lover	lover	lover.n	n	Personal_relationship	102	FN
9145	loving	love	love.v	v	Experiencer_focus	48	training
9146	low	low	low.a	a	Morality_evaluation	370	FN
9147	low	low	low.a	a	Position_on_a_scale	95	FN
9148	low	low	low.a	a	Position_on_a_scale	95	training
9149	low	low	low.n	n	Extreme_value	1596	FN
9150	low	low	low.n	n	Extreme_value	1596	training
9151	low life	low life	low life.n	n	People_by_morality	1102	FN
9152	low point	low point	low point.n	n	Extreme_point	1573	FN
9153	low-cost	low-cost	low-cost.a	a	Expensiveness	83	FN
9154	low-minded	low-minded	low-minded.a	a	Morality_evaluation	370	FN
9155	low-priced	low-priced	low-priced.a	a	Expensiveness	83	FN
9156	low-spirited	low-spirited	low-spirited.a	a	Emotion_directed	46	FN
9157	low-tech	low-tech	low-tech.a	a	Stage_of_progress	1341	FN
9158	lower	low	low.a	a	Position_on_a_scale	95	training
9159	lower	lower	lower.v	v	Cause_change_of_position_on_a_scale	96	FN
9160	lowering sky	lowering sky	lowering sky.n	n	Weather	303	FN
9161	lowering sky	lowering sky	lowering sky.n	n	Weather	303	training
9162	lowest	low	low.a	a	Position_on_a_scale	95	training
9163	lsd	LSD	LSD.n	n	Intoxicants	390	training
9164	luck	luck	luck.n	n	Luck	1811	FN
9165	luck	luck	luck.n	n	Luck	1811	training
9166	luckily	luckily	luckily.adv	adv	Luck	1811	FN
9167	lucky	lucky	lucky.a	a	Luck	1811	FN
9168	lucky	lucky	lucky.a	a	Luck	1811	training
9169	ludicrous	ludicrous	ludicrous.a	a	Mental_property	29	FN
9170	lug	lug	lug.v	v	Bringing	240	FN
9171	lugubrious	lugubrious	lugubrious.a	a	Emotion_directed	46	FN
9172	lukewarm	lukewarm	lukewarm.a	a	Temperature	1050	FN
9173	lumber	lumber	lumber.v	v	Self_motion	64	FN
9174	lump	lump	lump.n	n	Part_piece	142	FN
9175	lump	lump	lump.v	v	Cause_to_amalgamate	13	FN
9176	lunch	lunch	lunch.v	v	Ingestion	263	FN
9177	lunge	lunge	lunge.v	v	Self_motion	64	FN
9178	lunged	lunge	lunge.v	v	Self_motion	64	training
9179	lurch	lurch	lurch.v	v	Self_motion	64	FN
9180	lure	lure	lure.v	v	Manipulate_into_doing	92	training
9181	lust	lust	lust.n	n	Desiring	366	FN
9182	lust	lust	lust.v	v	Desiring	366	FN
9183	lustre	lustre	lustre.n	n	Location_of_light	105	FN
9184	luxuriate	luxuriate	luxuriate.v	v	Emotions_of_mental_activity	2045	FN
9185	lynch	lynch	lynch.v	v	Killing	590	FN
9186	lyric	lyric	lyric.n	n	Text	298	FN
9187	lyrics	lyric	lyric.n	n	Text	298	training
9188	ma'am	ma'am	ma'am.n	n	Attention_getting	305	FN
9189	machine	machine	machine.n	n	Gizmo	106	FN
9190	machine	machine	machine.n	n	Gizmo	106	training
9191	machine-gun	machine-gun	machine-gun.n	n	Weapon	426	FN
9192	mad	mad	mad.a	a	Emotion_directed	46	FN
9193	madden	madden	madden.v	v	Experiencer_obj	47	FN
9194	maddening	maddening	maddening.a	a	Stimulus_focus	364	FN
9195	made	make	make.v	v	Building	259	training
9196	made	make	make.v	v	Causation	5	training
9197	made	make	make.v	v	Cause_change	683	training
9198	made	make	make.v	v	Intentionally_create	280	training
9199	made	make	make.v	v	Manufacturing	408	training
9200	made	make	make.v	v	Self_motion	64	training
9201	mag	mag	mag.n	n	Text	298	FN
